time,temperature_avg,temperature_min,temperature_max,relative_humidity,sunshine_duration,wind_velocity,precipitation,solar_radiation,evaporation
2020-12-02,28.45,23.2,33.2,73.626,7,0.782,0,561.6,6.42
2020-12-03,25.3,22.2,30,86.585,0.4,0.612,9.2,773.76,5.42
2020-12-04,26.825,22,31,76.594,4.1,0.425,12.2,185.12,4.53
2020-12-05,25.65,23.3,28.2,82.625,0.5,0.830,1.7,370.24,5.33
2020-12-06,24.125,23.1,26.5,94.112,0,0.649,6.6,52,3.3
2020-12-07,24.1,22.2,28,91.929,0,0.827,38.2,14.56,6.73
2020-12-08,26.2,22.4,31.4,82.248,7.1,0.582,3.9,45.76,3.5
2020-12-09,25.825,23,29.4,85.014,1.6,0.904,0.4,495.04,4.06
2020-12-10,25.475,22.5,28.6,87.567,0,0.741,5.1,170.56,4.54
2020-12-11,25.625,22.3,29.4,87.281,1.2,0.447,0.1,76.96,1.76
2020-12-12,25.25,22.6,29.3,85.059,0.5,0.488,12.6,54.08,2.8
2020-12-13,25.525,23.4,29.5,80.283,0,0.736,0,166.4,2.56
2020-12-14,26.6,23,31,79.837,1.8,0.714,0,172.64,3.09
2020-12-15,25.525,22.4,31,84.305,1.7,0.549,0,399.36,2.36
2020-12-16,26.45,23.6,31,83.919,1,0.541,0,245.44,3.21
2020-12-17,25.65,22.6,30.8,83.031,1.5,0.646,4,164.32,2.55
2020-12-18,25.9,22.8,30.2,85.609,1.8,0.818,5.2,364,6.92
2020-12-19,26,21.8,30.4,77.549,3.4,0.476,2.2,224.64,3.95
2020-12-20,25.5,21.5,30,83.184,1.9,0.646,0,336.96,4.33
2020-12-21,25.475,22.7,29.8,85.119,1.8,0.562,17.3,309.92,5.77
2020-12-22,24.95,22.6,29,89.228,0.1,0.709,1.7,216.32,3.73
2020-12-23,26.4,21.4,31.6,85.758,3.2,0.681,1.9,79.04,1.18
2020-12-24,24.85,22.5,31.6,90.752,2.6,0.601,26,316.16,3.7
2020-12-25,26.275,22.2,31.5,82.862,4,0.655,3,422.24,2.38
2020-12-26,26.5,22.4,31.2,81.601,1.5,0.703,0,505.44,4.94
2020-12-27,26.525,22.8,31.8,83.493,5.8,0.642,0,307.84,2.55
2020-12-28,26.525,22.8,30.8,83.493,2.6,0.613,0.1,307.84,3.23
2020-12-29,26.3,23.3,28.8,82.850,0,0.552,0.2,538.72,3.78
2020-12-30,25.85,22.8,30.4,83.934,0.3,0.588,0,43.68,1.24
2020-12-31,25.75,23,28.4,82.761,0.1,0.657,0,243.36,3.18
