time,temperature_avg,temperature_min,temperature_max,relative_humidity,sunshine_duration,wind_velocity,precipitation,solar_radiation,evaporation
2019-10-02,26.7,22,32.6,76.049,6.1,0.419,0,626.08,4.81
2019-10-03,26.775,22.3,32.6,77.328,5.8,0.507,0,495.04,2.28
2019-10-04,27.2,22,34.8,66.913,7.7,0.443,0,478.4,4.16
2019-10-05,26.9,20.8,34.8,66.076,7.4,0.970,0,628.16,5.72
2019-10-06,27.65,21.6,34.7,63.554,7.7,0.539,0,750.88,5.65
2019-10-07,27.1,21.6,33,67.092,6.8,0.566,0,711.36,3.62
2019-10-08,25.45,21,34.4,78.965,6.8,0.888,0,478.4,4.17
2019-10-09,25.35,22.2,32.5,85.067,6,0.836,18.6,709.28,9.25
2019-10-10,25.325,22.2,32,86.361,4,0.677,44,709.28,0
2019-10-11,26.425,22.3,33,81.149,5.8,0.608,130.1,463.84,0
2019-10-12,26.85,23,32.9,75.824,6.7,0.645,0,430.56,4.32
2019-10-13,25.725,21.2,33.3,78.069,6.8,0.685,3.3,551.2,4.03
2019-10-14,26.975,22,33.7,78.044,7.7,0.642,8,592.8,6.06
2019-10-15,26.075,23.4,33,82.888,6,0.608,0,651.04,4.28
2019-10-16,26.025,21,32.6,83.594,7.4,0.674,72,692.64,0
2019-10-17,26.65,22.4,33.6,81.798,7.4,0.669,0.6,696.8,4.68
2019-10-18,26.7,22.8,32.4,79.480,6.8,0.846,7.8,684.32,5.45
2019-10-19,27.45,22.6,33,76.289,7.4,0.792,16.3,613.6,5.92
2019-10-20,27.325,22.2,33.8,71.480,6.9,0.674,0,567.84,4.86
2019-10-21,27.6,20.5,36.1,66.319,8,0.769,0,838.24,5.6
2019-10-22,28.775,21,36,59.510,8,1.166,0,703.04,6.48
2019-10-23,27.85,21.2,35.8,67.701,7.6,1.047,0,768,7.66
2019-10-24,27.675,22,34.4,70.559,7.5,0.658,0,765,5.76
2019-10-25,28.025,23.5,34.2,72.646,7.6,0.629,0,723.84,5.26
2019-10-26,26.05,22.8,34.3,78.239,7,0.790,0,653.12,5.3
2019-10-27,26,22,33.1,83.016,6.2,0.829,28.5,840.32,7.1
2019-10-28,26.125,22.4,33.8,81.491,7.5,0.690,1.4,536.64,3.74
2019-10-29,25.45,21.8,33.4,81.907,6,0.692,41.3,746.72,0
2019-10-30,26.6,21.2,33.4,74.776,7.9,0.768,10,574.08,2.91
2019-10-31,27.025,22.3,33.6,75.446,8,0.652,0,838.24,5.98
2019-11-01,26.825,23.2,32,79.754,4.9,0.689,0,692.64,6.2
2019-11-02,26.875,22,32.6,76.608,7.1,0.779,0,422.24,3.97
2019-11-03,26.6,22.8,33.4,79.974,6.7,0.919,0,609.44,3.59
2019-11-04,26.525,22.2,33.4,77.347,6.3,0.821,6.6,732.16,5.42
2019-11-05,27.25,22.9,34.1,73.240,7.7,0.655,0,836.16,9.09
2019-11-06,27.6,22.2,33.4,70.739,7.2,0.794,0,867.36,4.76
2019-11-07,26.475,20.4,35.2,71.074,8,0.708,0,688.48,4.95
2019-11-08,27.925,21.6,33.8,67.402,8,0.808,0,875.68,3.76
2019-11-09,28.475,22.1,35.6,64.003,8,0.737,0,767.52,4.51
2019-11-10,28.05,22.3,35.2,66.707,8,0.752,0,838.24,2.48
2019-11-11,26.825,23.2,34.5,78.006,7.1,0.797,0.5,823.68,7.97
2019-11-12,27.75,21.8,33,81.083,6,0.823,45.7,856.96,6.79
2019-11-13,26.4,23.8,32.6,81.031,3.5,0.505,0.1,499.2,4.83
2019-11-14,25.725,22.3,29.6,85.367,0,0.647,57.5,282.88,5.36
2019-11-15,26.6,23.2,33.8,80.107,7.1,0.878,0,262.08,3.75
2019-11-16,27.925,21.4,34.8,68.895,8,0.959,9.3,663.52,4.27
2019-11-17,28.075,22.4,34.4,73.744,8,0.567,0,825.76,5.49
2019-11-18,28.3,22.8,35.7,67.009,5.5,0.654,0,715.52,4.58
2019-11-19,28.55,23.2,33.8,72.551,7.9,1.214,0,836.16,4.3
2019-11-20,26.4,22.2,33.5,81.727,7.4,1.141,5,698.88,7.89
2019-11-21,26.375,22,32.7,80.503,5.9,0.774,61.7,680.16,5.45
2019-11-22,27.35,23.2,32.4,79.936,4.6,0.708,5.8,630.24,6.01
2019-11-23,27.1,24,32.8,80.459,4,0.558,1,455.52,5.13
2019-11-24,22.2,19.95,33.4,83.666,6.6,0.927,2.1,511.68,6.35
2019-11-25,26.975,23,33.4,82.365,5.4,0.528,0,640.64,5.02
2019-11-26,27.75,23.2,33,80.046,5.4,0.616,7.8,567.84,4.09
2019-11-27,27.425,24.3,32.8,79.095,5.1,0.654,0,461.76,4.32
2019-11-28,26.55,24,33.2,84.799,2.7,0.679,0,332.8,1.92
2019-11-29,26.5,23.1,32.8,86.058,6.4,0.696,43.4,536.64,6.56
2019-11-30,26.625,23.2,32.2,90.706,5.8,0.710,83.6,763.36,0
2019-12-01,27.725,23,33.7,81.982,0,0.662,9.3,461.76,5.41
2019-12-02,27.275,23.7,32.8,84.214,4,0.805,16.5,640.64,5.5
2019-12-03,27.725,23.2,33.3,78.916,7.8,0.603,1.6,486.72,4.42
2019-12-04,27.825,23.4,33.2,80.387,7.2,0.677,0,700.96,4.51
2019-12-05,26.15,23,32.1,90.500,6.1,0.776,17.3,842.4,4.63
2019-12-06,26.7,23.2,31.3,87.855,2.8,0.670,50.3,472.16,0
2019-12-07,25.975,22.2,29.8,88.445,0.4,0.707,1.9,303.68,3.45
2019-12-08,26.6,22,32.3,82.517,0,0.879,0,228.8,4.9
2019-12-09,25.9,23,33.2,84.723,7.8,0.752,4.9,418.08,2.55
2019-12-10,25.875,22.8,30.9,87.719,3.8,0.661,34.3,569.92,5.3
